Sample_title	sample	GEO_Accession	patient
scTrioSeq2Rna_CRC01_LN1_161	SRR5824390	GSM2696954	CRC01_LN1
scTrioSeq2Rna_CRC01_LN1_162	SRR5824391	GSM2696955	CRC01_LN1
scTrioSeq2Rna_CRC01_LN1_163	SRR5824392	GSM2696956	CRC01_LN1
scTrioSeq2Rna_CRC01_LN1_164	SRR5824393	GSM2696957	CRC01_LN1
scTrioSeq2Rna_CRC01_LN1_165	SRR5824394	GSM2696958	CRC01_LN1
scTrioSeq2Rna_CRC01_LN1_166	SRR5824395	GSM2696959	CRC01_LN1
scTrioSeq2Rna_CRC01_LN1_167	SRR5824396	GSM2696960	CRC01_LN1
scTrioSeq2Rna_CRC01_LN1_168	SRR5824397	GSM2696961	CRC01_LN1
scTrioSeq2Rna_CRC01_LN1_169	SRR5824398	GSM2696962	CRC01_LN1
scTrioSeq2Rna_CRC01_LN1_171	SRR5824399	GSM2696963	CRC01_LN1
scTrioSeq2Rna_CRC01_LN1_172	SRR5824400	GSM2696964	CRC01_LN1
scTrioSeq2Rna_CRC01_LN1_174	SRR5824401	GSM2696965	CRC01_LN1
scTrioSeq2Rna_CRC01_LN2_179	SRR5824402	GSM2696966	CRC01_LN2
scTrioSeq2Rna_CRC01_LN2_185	SRR5824403	GSM2696967	CRC01_LN2
scTrioSeq2Rna_CRC01_LN2_189	SRR5824404	GSM2696968	CRC01_LN2
scTrioSeq2Rna_CRC01_LN2_190	SRR5824405	GSM2696969	CRC01_LN2
scTrioSeq2Rna_CRC01_LN2_191	SRR5824406	GSM2696970	CRC01_LN2
scTrioSeq2Rna_CRC01_LN2_194	SRR5824407	GSM2696971	CRC01_LN2
scTrioSeq2Rna_CRC01_LN2_195	SRR5824408	GSM2696972	CRC01_LN2
scTrioSeq2Rna_CRC01_LN2_196	SRR5824409	GSM2696973	CRC01_LN2
scTrioSeq2Rna_CRC01_LN2_200	SRR5824410	GSM2696974	CRC01_LN2
scTrioSeq2Rna_CRC01_LN2_453	SRR5824411	GSM2696975	CRC01_LN2
scTrioSeq2Rna_CRC01_LN2_454	SRR5824412	GSM2696976	CRC01_LN2
scTrioSeq2Rna_CRC01_LN2_458	SRR5824413	GSM2696977	CRC01_LN2
scTrioSeq2Rna_CRC01_LN3_241	SRR5824414	GSM2696978	CRC01_LN3
scTrioSeq2Rna_CRC01_LN3_242	SRR5824415	GSM2696979	CRC01_LN3
scTrioSeq2Rna_CRC01_LN3_243	SRR5824416	GSM2696980	CRC01_LN3
scTrioSeq2Rna_CRC01_LN3_244	SRR5824417	GSM2696981	CRC01_LN3
scTrioSeq2Rna_CRC01_LN3_245	SRR5824418	GSM2696982	CRC01_LN3
scTrioSeq2Rna_CRC01_LN3_246	SRR5824419	GSM2696983	CRC01_LN3
scTrioSeq2Rna_CRC01_LN3_247	SRR5824420	GSM2696984	CRC01_LN3
scTrioSeq2Rna_CRC01_LN3_248	SRR5824421	GSM2696985	CRC01_LN3
scTrioSeq2Rna_CRC01_LN3_249	SRR5824422	GSM2696986	CRC01_LN3
scTrioSeq2Rna_CRC01_LN3_250	SRR5824423	GSM2696987	CRC01_LN3
scTrioSeq2Rna_CRC01_LN3_252	SRR5824424	GSM2696988	CRC01_LN3
scTrioSeq2Rna_CRC01_LN3_254	SRR5824425	GSM2696989	CRC01_LN3
scTrioSeq2Rna_CRC01_LN3_263	SRR5824427	GSM2696991	CRC01_LN3
scTrioSeq2Rna_CRC01_LN3_273	SRR5824428	GSM2696992	CRC01_LN3
scTrioSeq2Rna_CRC01_LN3_274	SRR5824429	GSM2696993	CRC01_LN3
scTrioSeq2Rna_CRC01_LN3_440	SRR5824430	GSM2696994	CRC01_LN3
scTrioSeq2Rna_CRC01_ML1_002	SRR5824431	GSM2696995	CRC01_ML1
scTrioSeq2Rna_CRC01_ML1_004	SRR5824432	GSM2696996	CRC01_ML1
scTrioSeq2Rna_CRC01_ML1_005	SRR5824433	GSM2696997	CRC01_ML1
scTrioSeq2Rna_CRC01_ML1_007	SRR5824434	GSM2696998	CRC01_ML1
scTrioSeq2Rna_CRC01_ML1_009	SRR5824435	GSM2696999	CRC01_ML1
scTrioSeq2Rna_CRC01_ML1_010	SRR5824436	GSM2697000	CRC01_ML1
scTrioSeq2Rna_CRC01_ML1_014	SRR5824437	GSM2697001	CRC01_ML1
scTrioSeq2Rna_CRC01_ML1_015	SRR5824438	GSM2697002	CRC01_ML1
scTrioSeq2Rna_CRC01_ML1_017	SRR5824439	GSM2697003	CRC01_ML1
scTrioSeq2Rna_CRC01_ML1_018	SRR5824440	GSM2697004	CRC01_ML1
scTrioSeq2Rna_CRC01_ML1_019	SRR5824441	GSM2697005	CRC01_ML1
scTrioSeq2Rna_CRC01_ML1_020	SRR5824442	GSM2697006	CRC01_ML1
scTrioSeq2Rna_CRC01_ML1_021	SRR5824443	GSM2697007	CRC01_ML1
scTrioSeq2Rna_CRC01_ML1_022	SRR5824444	GSM2697008	CRC01_ML1
scTrioSeq2Rna_CRC01_ML1_023	SRR5824445	GSM2697009	CRC01_ML1
scTrioSeq2Rna_CRC01_ML1_024	SRR5824446	GSM2697010	CRC01_ML1
scTrioSeq2Rna_CRC01_ML1_025	SRR5824447	GSM2697011	CRC01_ML1
scTrioSeq2Rna_CRC01_ML1_026	SRR5824448	GSM2697012	CRC01_ML1
scTrioSeq2Rna_CRC01_ML1_029	SRR5824449	GSM2697013	CRC01_ML1
scTrioSeq2Rna_CRC01_ML1_030	SRR5824450	GSM2697014	CRC01_ML1
scTrioSeq2Rna_CRC01_ML1_031	SRR5824451	GSM2697015	CRC01_ML1
scTrioSeq2Rna_CRC01_ML1_032	SRR5824452	GSM2697016	CRC01_ML1
scTrioSeq2Rna_CRC01_ML1_033	SRR5824453	GSM2697017	CRC01_ML1
scTrioSeq2Rna_CRC01_ML1_035	SRR5824455	GSM2697019	CRC01_ML1
scTrioSeq2Rna_CRC01_ML1_036	SRR5824456	GSM2697020	CRC01_ML1
scTrioSeq2Rna_CRC01_ML1_037	SRR5824457	GSM2697021	CRC01_ML1
scTrioSeq2Rna_CRC01_ML1_038	SRR5824458	GSM2697022	CRC01_ML1
scTrioSeq2Rna_CRC01_ML1_040	SRR5824459	GSM2697023	CRC01_ML1
scTrioSeq2Rna_CRC01_ML2_041	SRR5824460	GSM2697024	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_042	SRR5824461	GSM2697025	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_043	SRR5824462	GSM2697026	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_044	SRR5824463	GSM2697027	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_046	SRR5824464	GSM2697028	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_047	SRR5824465	GSM2697029	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_048	SRR5824466	GSM2697030	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_049	SRR5824467	GSM2697031	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_051	SRR5824468	GSM2697032	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_052	SRR5824469	GSM2697033	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_054	SRR5824470	GSM2697034	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_055	SRR5824471	GSM2697035	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_056	SRR5824472	GSM2697036	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_057	SRR5824473	GSM2697037	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_058	SRR5824474	GSM2697038	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_059	SRR5824475	GSM2697039	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_061	SRR5824476	GSM2697040	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_062	SRR5824477	GSM2697041	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_063	SRR5824478	GSM2697042	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_064	SRR5824479	GSM2697043	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_065	SRR5824480	GSM2697044	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_066	SRR5824481	GSM2697045	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_067	SRR5824482	GSM2697046	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_068	SRR5824483	GSM2697047	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_069	SRR5824484	GSM2697048	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_070	SRR5824485	GSM2697049	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_072	SRR5824486	GSM2697050	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_073	SRR5824487	GSM2697051	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_075	SRR5824488	GSM2697052	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_076	SRR5824489	GSM2697053	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_078	SRR5824490	GSM2697054	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_079	SRR5824491	GSM2697055	CRC01_ML2
scTrioSeq2Rna_CRC01_ML2_080	SRR5824492	GSM2697056	CRC01_ML2
scTrioSeq2Rna_CRC01_ML3_081	SRR5824493	GSM2697057	CRC01_ML3
scTrioSeq2Rna_CRC01_ML3_082	SRR5824494	GSM2697058	CRC01_ML3
scTrioSeq2Rna_CRC01_ML3_084	SRR5824495	GSM2697059	CRC01_ML3
scTrioSeq2Rna_CRC01_ML3_085	SRR5824496	GSM2697060	CRC01_ML3
scTrioSeq2Rna_CRC01_ML3_086	SRR5824497	GSM2697061	CRC01_ML3
scTrioSeq2Rna_CRC01_ML3_088	SRR5824498	GSM2697062	CRC01_ML3
scTrioSeq2Rna_CRC01_ML3_091	SRR5824499	GSM2697063	CRC01_ML3
scTrioSeq2Rna_CRC01_ML3_092	SRR5824500	GSM2697064	CRC01_ML3
scTrioSeq2Rna_CRC01_ML3_095	SRR5824501	GSM2697065	CRC01_ML3
scTrioSeq2Rna_CRC01_ML3_096	SRR5824502	GSM2697066	CRC01_ML3
scTrioSeq2Rna_CRC01_ML3_097	SRR5824503	GSM2697067	CRC01_ML3
scTrioSeq2Rna_CRC01_ML3_098	SRR5824504	GSM2697068	CRC01_ML3
scTrioSeq2Rna_CRC01_ML3_101	SRR5824505	GSM2697069	CRC01_ML3
scTrioSeq2Rna_CRC01_ML3_104	SRR5824506	GSM2697070	CRC01_ML3
scTrioSeq2Rna_CRC01_ML3_105	SRR5824507	GSM2697071	CRC01_ML3
scTrioSeq2Rna_CRC01_ML3_109	SRR5824508	GSM2697072	CRC01_ML3
scTrioSeq2Rna_CRC01_ML3_111	SRR5824509	GSM2697073	CRC01_ML3
scTrioSeq2Rna_CRC01_ML3_112	SRR5824510	GSM2697074	CRC01_ML3
scTrioSeq2Rna_CRC01_ML3_113	SRR5824511	GSM2697075	CRC01_ML3
scTrioSeq2Rna_CRC01_ML3_114	SRR5824512	GSM2697076	CRC01_ML3
scTrioSeq2Rna_CRC01_ML3_116	SRR5824514	GSM2697078	CRC01_ML3
scTrioSeq2Rna_CRC01_ML3_117	SRR5824515	GSM2697079	CRC01_ML3
scTrioSeq2Rna_CRC01_ML3_118	SRR5824516	GSM2697080	CRC01_ML3
scTrioSeq2Rna_CRC01_ML3_119	SRR5824517	GSM2697081	CRC01_ML3
scTrioSeq2Rna_CRC01_ML3_120	SRR5824518	GSM2697082	CRC01_ML3
scTrioSeq2Rna_CRC01_ML4_121	SRR5824519	GSM2697083	CRC01_ML4
scTrioSeq2Rna_CRC01_ML4_123	SRR5824520	GSM2697084	CRC01_ML4
scTrioSeq2Rna_CRC01_ML4_124	SRR5824521	GSM2697085	CRC01_ML4
scTrioSeq2Rna_CRC01_ML4_125	SRR5824522	GSM2697086	CRC01_ML4
scTrioSeq2Rna_CRC01_ML4_126	SRR5824523	GSM2697087	CRC01_ML4
scTrioSeq2Rna_CRC01_ML4_127	SRR5824524	GSM2697088	CRC01_ML4
scTrioSeq2Rna_CRC01_ML4_128	SRR5824525	GSM2697089	CRC01_ML4
scTrioSeq2Rna_CRC01_ML4_130	SRR5824526	GSM2697090	CRC01_ML4
scTrioSeq2Rna_CRC01_ML4_131	SRR5824527	GSM2697091	CRC01_ML4
scTrioSeq2Rna_CRC01_ML4_132	SRR5824528	GSM2697092	CRC01_ML4
scTrioSeq2Rna_CRC01_ML4_135	SRR5824529	GSM2697093	CRC01_ML4
scTrioSeq2Rna_CRC01_ML4_136	SRR5824530	GSM2697094	CRC01_ML4
scTrioSeq2Rna_CRC01_ML4_137	SRR5824531	GSM2697095	CRC01_ML4
scTrioSeq2Rna_CRC01_ML4_138	SRR5824532	GSM2697096	CRC01_ML4
scTrioSeq2Rna_CRC01_ML4_139	SRR5824533	GSM2697097	CRC01_ML4
scTrioSeq2Rna_CRC01_ML4_140	SRR5824534	GSM2697098	CRC01_ML4
scTrioSeq2Rna_CRC01_ML4_142	SRR5824535	GSM2697099	CRC01_ML4
scTrioSeq2Rna_CRC01_ML4_144	SRR5824536	GSM2697100	CRC01_ML4
scTrioSeq2Rna_CRC01_ML4_146	SRR5824538	GSM2697102	CRC01_ML4
scTrioSeq2Rna_CRC01_ML4_147	SRR5824539	GSM2697103	CRC01_ML4
scTrioSeq2Rna_CRC01_ML4_148	SRR5824540	GSM2697104	CRC01_ML4
scTrioSeq2Rna_CRC01_ML4_149	SRR5824541	GSM2697105	CRC01_ML4
scTrioSeq2Rna_CRC01_ML4_150	SRR5824542	GSM2697106	CRC01_ML4
scTrioSeq2Rna_CRC01_ML4_154	SRR5824543	GSM2697107	CRC01_ML4
scTrioSeq2Rna_CRC01_ML4_157	SRR5824544	GSM2697108	CRC01_ML4
scTrioSeq2Rna_CRC01_ML4_158	SRR5824545	GSM2697109	CRC01_ML4
scTrioSeq2Rna_CRC01_ML4_159	SRR5824546	GSM2697110	CRC01_ML4
scTrioSeq2Rna_CRC01_MP1_001	SRR5824548	GSM2697112	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_003	SRR5824549	GSM2697113	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_005	SRR5824550	GSM2697114	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_007	SRR5824551	GSM2697115	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_011	SRR5824553	GSM2697117	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_012	SRR5824554	GSM2697118	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_016	SRR5824557	GSM2697121	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_020	SRR5824558	GSM2697122	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_131	SRR5824559	GSM2697123	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_134	SRR5824560	GSM2697124	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_137	SRR5824561	GSM2697125	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_143	SRR5824563	GSM2697127	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_144	SRR5824564	GSM2697128	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_145	SRR5824565	GSM2697129	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_146	SRR5824566	GSM2697130	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_148	SRR5824567	GSM2697131	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_149	SRR5824568	GSM2697132	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_158	SRR5824569	GSM2697133	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_160	SRR5824570	GSM2697134	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_163	SRR5824571	GSM2697135	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_164	SRR5824572	GSM2697136	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_166	SRR5824573	GSM2697137	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_167	SRR5824574	GSM2697138	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_169	SRR5824575	GSM2697139	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_205	SRR5824576	GSM2697140	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_206	SRR5824577	GSM2697141	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_207	SRR5824578	GSM2697142	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_208	SRR5824579	GSM2697143	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_209	SRR5824580	GSM2697144	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_212	SRR5824581	GSM2697145	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_214	SRR5824582	GSM2697146	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_215	SRR5824583	GSM2697147	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_217	SRR5824584	GSM2697148	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_219	SRR5824585	GSM2697149	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_220	SRR5824586	GSM2697150	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_221	SRR5824587	GSM2697151	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_223	SRR5824588	GSM2697152	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_225	SRR5824589	GSM2697153	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_226	SRR5824590	GSM2697154	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_228	SRR5824591	GSM2697155	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_230	SRR5824592	GSM2697156	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_231	SRR5824593	GSM2697157	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_232	SRR5824594	GSM2697158	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_233	SRR5824595	GSM2697159	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_236	SRR5824597	GSM2697161	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_238	SRR5824598	GSM2697162	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_239	SRR5824599	GSM2697163	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_241	SRR5824600	GSM2697164	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_242	SRR5824601	GSM2697165	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_246	SRR5824605	GSM2697169	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_247	SRR5824606	GSM2697170	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_249	SRR5824607	GSM2697171	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_250	SRR5824608	GSM2697172	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_251	SRR5824609	GSM2697173	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_252	SRR5824610	GSM2697174	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_257	SRR5824612	GSM2697176	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_262	SRR5824614	GSM2697178	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_266	SRR5824615	GSM2697179	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_268	SRR5824617	GSM2697181	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_269	SRR5824618	GSM2697182	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_271	SRR5824619	GSM2697183	CRC01_MP1
scTrioSeq2Rna_CRC01_MP1_279	SRR5824621	GSM2697185	CRC01_MP1
scTrioSeq2Rna_CRC01_MP2_026	SRR5824622	GSM2697186	CRC01_MP2
scTrioSeq2Rna_CRC01_MP2_030	SRR5824623	GSM2697187	CRC01_MP2
scTrioSeq2Rna_CRC01_MP2_031	SRR5824624	GSM2697188	CRC01_MP2
scTrioSeq2Rna_CRC01_MP2_032	SRR5824625	GSM2697189	CRC01_MP2
scTrioSeq2Rna_CRC01_MP2_035	SRR5824626	GSM2697190	CRC01_MP2
scTrioSeq2Rna_CRC01_MP2_039	SRR5824627	GSM2697191	CRC01_MP2
scTrioSeq2Rna_CRC01_MP2_040	SRR5824628	GSM2697192	CRC01_MP2
scTrioSeq2Rna_CRC01_MP2_042	SRR5824629	GSM2697193	CRC01_MP2
scTrioSeq2Rna_CRC01_MP2_050	SRR5824630	GSM2697194	CRC01_MP2
scTrioSeq2Rna_CRC01_MP2_128	SRR5824631	GSM2697195	CRC01_MP2
scTrioSeq2Rna_CRC01_MP2_129	SRR5824632	GSM2697196	CRC01_MP2
scTrioSeq2Rna_CRC01_MP3_098	SRR5824633	GSM2697197	CRC01_MP3
scTrioSeq2Rna_CRC01_MP3_100	SRR5824634	GSM2697198	CRC01_MP3
scTrioSeq2Rna_CRC01_MP3_105	SRR5824635	GSM2697199	CRC01_MP3
scTrioSeq2Rna_CRC01_MP4_066	SRR5824636	GSM2697200	CRC01_MP4
scTrioSeq2Rna_CRC01_MP4_073	SRR5824637	GSM2697201	CRC01_MP4
scTrioSeq2Rna_CRC01_MP4_077	SRR5824638	GSM2697202	CRC01_MP4
scTrioSeq2Rna_CRC01_MP4_078	SRR5824639	GSM2697203	CRC01_MP4
